# ----------------------------------------
# Demographic details: Country
# Account: Tresor Tech Store
# Property: Flix
# ----------------------------------------
# 
# All Users
# Start date: 20260902
# End date: 20260903
Country,Date,Active users,New users,Engaged sessions,Engagement rate,Engaged sessions per active user,Average engagement time per active user,Event count,Key events,User key event rate,Total revenue
Syria,20260903,500,107,626,0.6266266266266266,1.252,205.22,20907,2691,0.98,1.630451
Syria,20260902,498,124,657,0.6281070745697896,1.319277108433735,186.29518072289156,21635,2706,0.9799196787148594,2.036186
United Arab Emirates,20260903,487,203,591,0.6247357293868921,1.213552361396304,134.93634496919918,23441,4506,0.997946611909651,105.392437
Israel,20260902,475,193,509,0.6276202219482121,1.071578947368421,133.98105263157893,19534,3839,0.9852631578947368,133.72445
Israel,20260903,472,175,529,0.6412121212121212,1.1207627118644068,130.23305084745763,18507,3277,0.9830508474576272,114.387033
Kazakhstan,20260902,467,158,544,0.5881081081081081,1.164882226980728,128.0321199143469,19766,3374,0.9978586723768736,57.38845
France,20260902,448,190,516,0.63003663003663,1.1517857142857142,156.62946428571428,21684,3783,0.9821428571428571,64.453559
France,20260903,442,177,535,0.6695869837296621,1.2104072398190044,197.50226244343892,20092,3610,0.9886877828054299,35.299356
Liberia,20260902,437,80,519,0.7119341563786008,1.1876430205949657,81.48970251716247,10290,1344,1,2.451353
Malaysia,20260902,432,238,508,0.6504481434058899,1.1759259259259258,152.79861111111111,24302,4002,0.9976851851851852,77.716834
Côte d’Ivoire,20260902,428,165,501,0.7016806722689075,1.1705607476635513,159.8481308411215,17868,2512,1,11.065164
Sierra Leone,20260903,422,84,515,0.7006802721088435,1.2203791469194314,108.98578199052133,11519,1492,1,5.956221
Malaysia,20260903,410,207,483,0.6500672947510094,1.1780487804878048,159.53170731707317,21641,3588,1,47.41127
Cameroon,20260903,404,68,511,0.6610608020698577,1.2648514851485149,80.60891089108911,10052,1337,1,2.473206
Sierra Leone,20260902,402,76,472,0.6742857142857143,1.1741293532338308,85.56716417910448,10161,1330,1,1.596658
Cameroon,20260902,397,53,545,0.6960408684546615,1.3727959697732997,86.32997481108312,9471,1282,1,1.974206
Liberia,20260903,373,75,418,0.6920529801324503,1.1206434316353888,92.00268096514745,10829,1366,1,2.825631
Côte d’Ivoire,20260903,368,137,464,0.6884272997032641,1.2608695652173914,165.04347826086956,16490,2316,1,7.71371
(other),20260903,350,0,0,0,0,0,0,0,0,0
